id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional neural networks help in processing and analyzing images.,5,5,5.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They enable image processing and pattern recognition.,5,4,4.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks process image data for pattern recognition.,4,4,4.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They help in analyzing and recognizing patterns in images.,5,4,4.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks are used to store images.,2,2,2.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They're used to process data faster.,2,1,1.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks are used to backup images.,1,1,1.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They help in processing and analyzing image data.,5,4,4.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks enable image pattern recognition.,4,4,4.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They're used to store image information.,2,2,2.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks help in processing image patterns.,5,4,4.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They enable image data processing and analysis.,4,4,4.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks are used to create images.,2,1,1.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They help in storing images efficiently.,3,3,3.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks are used to backup image data.,1,1,1.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They help in processing and analyzing image patterns.,5,4,4.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks enable image data processing.,4,4,4.0
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They're used to process image information.,2,1,1.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,Convolutional networks help in image pattern recognition.,5,4,4.5
111.9,What is the purpose of convolutional neural networks in AI?,To process grid-like data such as images for pattern recognition.,They analyze and extract features from image data.,4,4,4.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping helps in adding realistic surface details to 3D models.,5,5,5.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It enables applying 2D images to 3D surfaces for detail.,5,4,4.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping adds surface details to 3D objects.,4,4,4.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It helps in adding realistic details to 3D surfaces.,5,4,4.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping is used to create 3D models.,2,2,2.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It's used to render 2D images.,2,1,1.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping is used to store 3D models.,1,1,1.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It enables adding surface details to 3D objects.,5,4,4.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping adds details to 3D surfaces.,4,4,4.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It's used to create 3D animations.,2,2,2.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping helps in adding surface details.,5,4,4.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It adds details to 3D object surfaces.,4,4,4.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping is used to store animations.,2,1,1.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It helps in creating 3D models.,3,3,3.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping is used to backup 3D models.,1,1,1.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It enables adding surface details to 3D graphics.,5,4,4.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping adds details to 3D surfaces.,4,4,4.0
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It's used to create 3D effects.,2,1,1.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,Texture mapping helps in adding surface details to 3D objects.,5,4,4.5
111.10,What is the purpose of texture mapping in computer graphics?,To add surface detail to 3D objects using 2D images.,It applies 2D image textures to 3D model surfaces.,4,4,4.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee created the World Wide Web in 1989 while working at CERN to share information between scientists.,5,5,5.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Berners-Lee developed the WWW at CERN in 1989 for scientific collaboration.,5,4,4.5
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee invented it in 1989 at CERN.,4,4,4.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,The World Wide Web was created by Tim Berners-Lee in the late 1980s.,4,3,3.5
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Bill Gates invented it in 1990.,1,1,1.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,It was invented by CERN scientists in 1985.,2,2,2.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee at CERN in 1989 for sharing research data.,5,4,4.5
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,The Internet was created by the US military in 1969.,1,1,1.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee developed it at CERN around 1990.,4,3,3.5
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,It was invented by Steve Jobs in 1985.,1,1,1.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee created it in 1989 to help scientists share information.,5,5,5.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Berners-Lee at CERN invented it in 1989.,4,4,4.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,It was developed by multiple people in the 1980s.,2,2,2.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee invented the WWW at CERN in 1989.,5,4,4.5
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,ARPANET created it in the 1960s.,1,1,1.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee at CERN developed the World Wide Web in 1989.,5,5,5.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,It was created by Tim Berners-Lee in the late 1980s at CERN.,4,4,4.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Microsoft developed it in the early 1990s.,1,1,1.0
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,Tim Berners-Lee invented it at CERN in 1989 for document sharing.,5,4,4.5
112.1,Who invented the World Wide Web and when?,Tim Berners-Lee invented the World Wide Web in 1989 at CERN.,The WWW was created by Tim Berners-Lee in 1989 while at CERN.,5,4,4.5
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Database indexing creates data structures that speed up data retrieval by providing quick lookup paths to rows.,5,5,5.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Indexing helps in faster data retrieval by creating organized lookup structures.,5,4,4.5
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It creates a faster way to access data in database tables.,4,4,4.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Database indexing improves query performance.,3,3,3.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It's used to store data in databases.,2,1,1.5
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Indexing helps organize data in tables.,2,2,2.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It creates efficient data access paths for faster query execution.,5,4,4.5
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Database indexing is used to backup data.,1,1,1.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It speeds up data retrieval by creating organized lookup structures.,4,4,4.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Indexing is used to create database tables.,1,1,1.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It provides faster access to data through optimized search paths.,5,5,5.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Database indexing improves data retrieval speed.,4,4,4.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It's used to store database records.,2,2,2.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Indexing creates efficient lookup structures for faster queries.,5,4,4.5
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It's used to create database relationships.,1,1,1.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Database indexing optimizes query performance through faster data access.,5,5,5.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It helps in finding data faster in database tables.,4,4,4.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Indexing is used to normalize databases.,1,1,1.0
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,It creates efficient data structures for faster data retrieval.,5,4,4.5
112.2,What is the purpose of indexing in databases?,To improve query performance by providing faster data retrieval paths.,Database indexing speeds up data access through optimized paths.,5,4,4.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP is a protocol suite that ensures reliable data transmission and routing across networks by breaking data into packets and managing their delivery.,5,5,5.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's a collection of protocols that handle data transmission and network communication on the Internet.,4,5,4.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP helps computers communicate over networks.,3,3,3.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's used to send data between computers on the Internet.,3,4,3.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP is a web browser protocol.,1,1,1.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,The protocol suite manages data packet transmission and routing in computer networks.,5,4,4.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's a protocol for sending emails.,1,1,1.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP provides reliable data transmission by breaking information into packets.,4,4,4.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's the foundation of Internet communication, enabling data transfer between networks.,5,5,5.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP is used to connect to websites.,2,2,2.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It ensures reliable network communication through standardized protocols.,4,4,4.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP is a security protocol.,1,1,1.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,The protocol enables data transmission and routing across different computer networks.,5,4,4.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's a way for computers to talk to each other.,2,3,2.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP manages network communication and ensures data reaches its destination.,4,4,4.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's used to store web pages.,1,1,1.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,The protocol suite provides reliable data transmission and network routing capabilities.,5,5,5.0
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It helps in sending data between computers in a reliable way.,3,4,3.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,TCP/IP is what makes the Internet work by managing data transmission.,4,3,3.5
112.3,What is the purpose of TCP/IP protocol in computer networking?,TCP/IP is a set of protocols that enables reliable data transmission and network communication across the Internet.,It's a set of rules that govern how data is transmitted across networks.,4,4,4.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling helps in optimizing CPU utilization by determining which process should run next based on priority and resource requirements.,5,5,5.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It ensures fair CPU time allocation among competing processes.,5,4,4.5
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling manages how different programs share the CPU.,4,4,4.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It helps in running multiple programs simultaneously on the CPU.,4,3,3.5
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling is used to store processes.,1,1,1.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It's used to create new processes.,2,2,2.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling manages memory allocation for processes.,2,1,1.5
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It determines which process gets CPU time and for how long.,5,4,4.5
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling helps in running multiple programs efficiently.,4,4,4.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It's used to backup processes.,1,1,1.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling optimizes CPU usage by managing process execution.,5,5,5.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It helps in sharing CPU time among different programs.,4,4,4.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling is used to store program data.,2,2,2.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It manages how programs access the CPU.,5,4,4.5
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling is used to create program files.,1,1,1.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It ensures efficient CPU utilization by managing process execution.,5,5,5.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling helps in running multiple programs on the CPU.,4,4,4.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It's used to store CPU data.,1,1,1.0
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,Process scheduling manages CPU time allocation among processes.,5,4,4.5
112.4,What is the purpose of process scheduling in operating systems?,To manage CPU allocation among multiple processes efficiently.,It helps in optimizing CPU usage by scheduling processes.,4,4,4.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming helps in solving optimization problems by storing solutions to subproblems to avoid redundant calculations.,5,5,5.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It enables efficient problem-solving by reusing solutions to overlapping subproblems.,5,4,4.5
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming breaks down problems into smaller parts and stores their solutions.,4,4,4.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It helps in solving problems by storing intermediate results.,4,3,3.5
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming is used to store data.,1,1,1.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It's used to create algorithms.,2,2,2.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming helps in sorting data.,2,1,1.5
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It solves problems by breaking them down and storing solutions to subproblems.,5,4,4.5
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming helps in solving complex problems efficiently.,4,4,4.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It's used to store program data.,1,1,1.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming optimizes problem-solving by reusing solutions.,5,5,5.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It helps in solving problems by storing and reusing solutions.,4,4,4.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming is used to create data structures.,2,2,2.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It solves problems by breaking them into smaller parts.,5,4,4.5
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming is used to store algorithms.,1,1,1.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It enables efficient problem-solving through solution reuse.,5,5,5.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming helps in solving optimization problems.,4,4,4.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It's used to store problem solutions.,1,1,1.0
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,Dynamic programming solves problems by storing and reusing solutions.,5,4,4.5
112.5,What is the purpose of dynamic programming in algorithm design?,To solve complex problems by breaking them into smaller subproblems and storing their solutions.,It helps in solving complex problems through solution reuse.,4,4,4.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence ensures that all processors see the same value for shared data by maintaining consistency across caches.,5,5,5.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It ensures that all processors have consistent views of shared data in their caches.,5,4,4.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence maintains data consistency between different processor caches.,4,4,4.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It helps in keeping data consistent across multiple processor caches.,4,3,3.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence is used to store data in caches.,1,1,1.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It's used to backup cache data.,2,1,1.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence is used to create caches.,1,1,1.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It ensures data consistency across multiple processor caches.,5,4,4.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence maintains consistency between different caches.,4,4,4.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It's used to store processor data.,2,2,2.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence helps in maintaining data consistency across caches.,5,4,4.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It ensures consistent data views across processor caches.,4,4,4.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence is used to create processor connections.,2,1,1.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It helps in storing data in caches.,3,3,3.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence is used to backup processor data.,1,1,1.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It ensures data consistency in multiprocessor systems.,5,5,5.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence maintains consistency between processor caches.,4,4,4.0
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It's used to create cache memory.,2,1,1.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,Cache coherence helps in maintaining data consistency.,5,4,4.5
112.6,What is the purpose of cache coherence in computer architecture?,To maintain data consistency across multiple caches in a multiprocessor system.,It ensures consistent data access across caches.,4,4,4.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties ensure that database transactions are processed reliably by maintaining Atomicity, Consistency, Isolation, and Durability.,5,5,5.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They guarantee that database transactions are processed reliably and consistently.,5,4,4.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties ensure reliable database transactions.,4,4,4.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They help in maintaining database transaction reliability.,4,3,3.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties are used to store data.,1,1,1.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They're used to backup databases.,2,1,1.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties are used to create databases.,1,1,1.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They ensure reliable database operations through atomicity and consistency.,5,4,4.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties maintain database transaction reliability.,4,4,4.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They're used to store database records.,2,2,2.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties help in ensuring reliable database transactions.,5,4,4.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They ensure database transaction reliability.,4,4,4.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties are used to create database tables.,2,1,1.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They help in storing database data.,3,3,3.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties are used to backup database tables.,1,1,1.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They ensure reliable database operations.,5,5,5.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties maintain database reliability.,4,4,4.0
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They're used to create database indexes.,2,1,1.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,ACID properties help in ensuring database reliability.,5,4,4.5
112.7,What is the purpose of ACID properties in database systems?,To ensure reliable transaction processing in databases.,They ensure database operation reliability.,4,4,4.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols help in finding the optimal path for data transmission across networks.,5,5,5.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They enable efficient data routing by finding the best paths between network nodes.,5,4,4.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols determine the best paths for network traffic.,4,4,4.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They help in finding efficient routes for data transmission.,4,3,3.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols are used to store network data.,1,1,1.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They're used to backup network data.,2,1,1.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols are used to create networks.,1,1,1.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They help in finding optimal paths for data transmission.,5,4,4.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols determine efficient network paths.,4,4,4.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They're used to store network paths.,2,2,2.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols help in finding the best network paths.,5,4,4.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They determine optimal paths for network traffic.,4,4,4.0
